phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
c_reactive_protein	2	27673819	27673833	2_26821788_28759790	A	{14.0: 5.13%, 15.0: 56.89%, 16.0: 37.53%, 17.0: 0.07%, 19.0: 0.38%}	6.75e-18	-	intron:IFT172:protein_coding	not	0.0	0.178761										0.247, 0.3, 0.611, 0.283, 0.179	NA, NA, NA, NA, NA	{14.0: 14.70%, 15.0: 16.02%, 16.0: 46.11%, 17.0: 23.11%, 19.0: 0.06%}	{14.0: 5.62%, 15.0: 55.23%, 16.0: 39.03%, 17.0: 0.11%}	{14.0: 0.07%, 15.0: 83.40%, 16.0: 16.53%, 17.0: 0.00%}	{14.0: 5.95%, 15.0: 57.84%, 16.0: 35.95%, 17.0: 0.04%, 19.0: 0.22%}	{14.0: 5.17%, 15.0: 59.34%, 16.0: 34.89%, 17.0: 0.25%, 19.0: 0.36%}
c_reactive_protein	11	47332459	47332474	11_46181206_50905592	A	{15.0: 67.60%, 16.0: 15.15%, 17.0: 15.82%, 18.0: 1.44%}	7.61e-24	-	intron:MADD:protein_coding	not	0.0	0.07665										0.0605, 0.571, 0.738, 0.0212, 0.0795	NA, NA, NA, -, NA	{15.0: 48.74%, 16.0: 11.97%, 17.0: 39.20%, 18.0: 0.09%}	{15.0: 54.75%, 16.0: 23.43%, 17.0: 21.63%, 18.0: 0.19%}	{15.0: 30.08%, 16.0: 9.83%, 17.0: 59.90%, 18.0: 0.18%}	{15.0: 68.03%, 16.0: 14.67%, 17.0: 15.48%, 18.0: 1.81%}	{15.0: 70.21%, 16.0: 13.52%, 17.0: 15.33%, 18.0: 0.95%}
c_reactive_protein	12	121346985	121347001	12_120021824_122885191	A	{16.0: 0.00%, 17.0: 58.19%, 18.0: 36.18%, 19.0: 5.63%}	3.05e-16	+	intergenic	not	0.0	0.0										0.941, 0.863, 0.85, 0.122, 0.00238	NA, NA, NA, NA, +	{16.0: 3.97%, 17.0: 89.35%, 18.0: 5.73%, 19.0: 0.96%}	{16.0: 0.00%, 17.0: 76.62%, 18.0: 11.85%, 19.0: 11.53%}	{16.0: 0.01%, 17.0: 84.92%, 18.0: 14.70%, 19.0: 0.37%}	{16.0: 0.00%, 17.0: 58.31%, 18.0: 37.00%, 19.0: 4.69%}	{16.0: 0.04%, 17.0: 60.77%, 18.0: 33.65%, 19.0: 5.55%}
c_reactive_protein	16	51137539	51137553	16_50948654_51871793	A	{13.0: 0.01%, 14.0: 29.19%, 15.0: 70.74%, 16.0: 0.07%}	8.41e-18	+	intergenic	confidently	0.999785781071426	1.0	0.999519126042294	1.0	1.0	1.0	1.0	1.0	0.999645902646383	1.0	1.0	0.102, 0.0164, 0.66, 0.0111, 0.92	NA, +, NA, +, NA	{13.0: 4.27%, 14.0: 51.84%, 15.0: 36.11%, 16.0: 7.78%}	{13.0: 0.04%, 14.0: 25.16%, 15.0: 74.64%, 16.0: 0.17%}	{13.0: 0.01%, 14.0: 14.22%, 15.0: 85.71%, 16.0: 0.07%}	{13.0: 0.01%, 14.0: 30.45%, 15.0: 69.50%, 16.0: 0.04%}	{13.0: 0.01%, 14.0: 27.03%, 15.0: 72.86%, 16.0: 0.09%}
calcium	1	23817932	23817947	1_23477267_23953607	A	{13.0: 4.31%, 14.0: 70.78%, 15.0: 16.63%, 16.0: 8.03%, 17.0: 0.25%}	2.95e-16	-	intergenic	singly	0.823888415926099	0.663219										0.963, 0.11, 0.494, 0.0636, 0.155	NA, NA, NA, NA, NA	{13.0: 7.43%, 14.0: 15.37%, 15.0: 53.56%, 16.0: 23.52%, 17.0: 0.12%}	{13.0: 2.53%, 14.0: 56.43%, 15.0: 30.46%, 16.0: 8.73%, 17.0: 1.84%}	{13.0: 0.04%, 14.0: 55.83%, 15.0: 31.60%, 16.0: 12.07%, 17.0: 0.46%}	{13.0: 3.70%, 14.0: 70.32%, 15.0: 16.96%, 16.0: 8.77%, 17.0: 0.25%}	{13.0: 5.63%, 14.0: 69.83%, 15.0: 16.30%, 16.0: 7.86%, 17.0: 0.38%}
calcium	3	135916825	135916841	3_135494585_136877590	A	{15.0: 0.11%, 16.0: 33.84%, 17.0: 42.14%, 18.0: 9.24%, 19.0: 14.63%, 20.0: 0.04%, 23.0: 0.00%}	1.49e-14	-	intergenic	not	0.0	0.0										0.466, 0.649, 0.924, 0.155, 0.308	NA, NA, NA, NA, NA	{15.0: 2.51%, 16.0: 41.25%, 17.0: 26.64%, 18.0: 17.25%, 19.0: 8.60%, 20.0: 0.64%, 23.0: 3.12%}	{15.0: 0.02%, 16.0: 34.51%, 17.0: 41.52%, 18.0: 10.08%, 19.0: 13.84%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.06%, 16.0: 0.75%, 17.0: 77.06%, 18.0: 21.06%, 19.0: 1.06%, 20.0: 0.00%, 23.0: 0.00%}	{15.0: 0.10%, 16.0: 34.71%, 17.0: 40.73%, 18.0: 10.62%, 19.0: 13.82%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.19%, 16.0: 32.39%, 17.0: 43.54%, 18.0: 8.94%, 19.0: 14.84%, 20.0: 0.08%, 23.0: 0.02%}
calcium	11	2982732	2982747	11_2808605_3232154	A	{15.0: 9.28%, 16.0: 60.86%, 17.0: 29.86%, 18.0: 0.01%}	1.27e-31	-	intron:NAP1L4:protein_coding	confidently	0.999980366879562	1.0	0.99999688130186	1.0	0.990932	1.0	1.0	1.0	0.999950850263127	0.783557	0.937647	0.26, 0.0792, 0.295, 0.387, 0.603	NA, NA, NA, NA, NA	{15.0: 45.90%, 16.0: 48.36%, 17.0: 5.75%, 18.0: 0.00%}	{15.0: 8.48%, 16.0: 55.03%, 17.0: 36.48%, 18.0: 0.00%}	{15.0: 1.00%, 16.0: 32.99%, 17.0: 66.01%}	{15.0: 8.43%, 16.0: 61.21%, 17.0: 30.35%, 18.0: 0.01%}	{15.0: 9.44%, 16.0: 59.29%, 17.0: 31.26%, 18.0: 0.01%}
calcium	15	96666902	96666923	15_96523293_96794607	AC	{9.0: 0.22%, 11.0: 24.48%, 12.0: 41.30%, 13.0: 0.81%, 14.0: 26.32%, 15.0: 1.07%, 17.0: 5.48%, 18.0: 0.31%}	8.34e-13	-	multigene;intron:RP11-759A24.3:lncRNA;intron:NR2F2-AS1:lncRNA	confidently	0.989056230775512	0.995326	0.984313489734893	0.995133	0.995997	1.0	1.0	0.995326	0.955742600075575	0.963208	1.0	0.704, 0.0709, 0.542, 0.298, 0.127	NA, NA, NA, NA, NA	{9.0: 0.03%, 11.0: 3.72%, 12.0: 62.53%, 13.0: 2.34%, 14.0: 18.04%, 15.0: 5.04%, 17.0: 8.22%, 18.0: 0.09%}	{9.0: 0.20%, 11.0: 24.14%, 12.0: 28.29%, 13.0: 0.52%, 14.0: 32.72%, 15.0: 4.56%, 17.0: 8.37%, 18.0: 1.20%}	{9.0: 0.03%, 11.0: 11.99%, 12.0: 67.90%, 13.0: 0.56%, 14.0: 10.69%, 15.0: 4.56%, 17.0: 3.19%, 18.0: 1.07%}	{9.0: 0.27%, 11.0: 23.70%, 12.0: 41.25%, 13.0: 0.79%, 14.0: 27.58%, 15.0: 1.33%, 17.0: 4.93%, 18.0: 0.15%}	{9.0: 0.31%, 11.0: 26.19%, 12.0: 39.98%, 13.0: 0.82%, 14.0: 25.85%, 15.0: 1.25%, 17.0: 5.28%, 18.0: 0.33%}
calcium	16	88551849	88551864	16_88333809_88678198	A	{15.0: 0.01%, 16.0: 68.14%, 17.0: 31.86%}	6.8e-12	-	intron:ZFPM1:protein_coding	not	0.0	0.0										0.831, 0.291, 0.0789, 0.0475, 0.0116	NA, NA, NA, -, -	{15.0: 0.00%, 16.0: 64.58%, 17.0: 35.41%}	{15.0: 0.01%, 16.0: 56.11%, 17.0: 43.88%}	{15.0: 0.01%, 16.0: 51.68%, 17.0: 48.31%}	{15.0: 0.00%, 16.0: 67.20%, 17.0: 32.80%}	{15.0: 0.02%, 16.0: 67.36%, 17.0: 32.62%}
calcium	17	59450454	59450467	17_59318500_59615235	A	{12.0: 0.00%, 13.0: 81.10%, 14.0: 18.86%, 15.0: 0.04%}	7.63e-15	+	multigene;intron:RP11-332H18.5:lncRNA;intron:BCAS3:protein_coding	not	0.0	0.0988164										0.507, 0.726, 0.394, 0.0261, 0.865	NA, NA, NA, +, NA	{12.0: 1.10%, 13.0: 44.19%, 14.0: 54.71%, 15.0: 0.01%}	{12.0: 0.00%, 13.0: 68.65%, 14.0: 31.22%, 15.0: 0.12%}	{12.0: 0.00%, 13.0: 57.52%, 14.0: 42.34%, 15.0: 0.13%}	{12.0: 0.00%, 13.0: 81.91%, 14.0: 18.04%, 15.0: 0.05%}	{12.0: 0.01%, 13.0: 78.45%, 14.0: 21.48%, 15.0: 0.06%}
cholesterol	1	23817932	23817947	1_23622424_23949623	A	{13.0: 4.30%, 14.0: 70.81%, 15.0: 16.60%, 16.0: 8.03%, 17.0: 0.25%}	3.29e-12	-	intergenic	not	0.0	0.186942										0.194, 0.227, 0.616, 0.0563, 0.0251	NA, NA, NA, NA, -	{13.0: 7.47%, 14.0: 15.50%, 15.0: 53.30%, 16.0: 23.62%, 17.0: 0.12%}	{13.0: 2.48%, 14.0: 56.44%, 15.0: 30.28%, 16.0: 8.87%, 17.0: 1.93%}	{13.0: 0.04%, 14.0: 55.85%, 15.0: 31.84%, 16.0: 11.85%, 17.0: 0.43%}	{13.0: 3.73%, 14.0: 70.38%, 15.0: 16.96%, 16.0: 8.68%, 17.0: 0.24%}	{13.0: 5.67%, 14.0: 69.88%, 15.0: 16.29%, 16.0: 7.79%, 17.0: 0.37%}
cholesterol	8	59395436	59395476	8_58979799_59692885	AC	{14.5: 4.65%, 15.5: 19.32%, 16.5: 0.17%, 17.5: 8.61%, 18.5: 30.68%, 19.5: 1.47%, 20.5: 31.22%, 21.5: 1.33%, 22.5: 2.31%, 23.5: 0.22%, 24.5: 0.01%}	4.75e-25	+	intergenic	not	0.0	0.0										0.619, 0.0225, 0.92, 0.102, 0.0133	NA, +, NA, NA, +	{14.5: 19.13%, 15.5: 29.42%, 16.5: 0.02%, 17.5: 3.19%, 18.5: 22.14%, 19.5: 0.26%, 20.5: 7.83%, 21.5: 6.19%, 22.5: 11.76%, 23.5: 0.05%, 24.5: 0.01%}	{14.5: 3.22%, 15.5: 14.64%, 16.5: 0.36%, 17.5: 1.72%, 18.5: 35.55%, 19.5: 1.30%, 20.5: 31.19%, 21.5: 3.82%, 22.5: 7.61%, 23.5: 0.55%, 24.5: 0.05%}	{14.5: 12.23%, 15.5: 16.80%, 16.5: 0.00%, 17.5: 0.33%, 18.5: 26.86%, 19.5: 0.26%, 20.5: 22.33%, 21.5: 10.36%, 22.5: 7.03%, 23.5: 1.32%, 24.5: 2.50%}	{14.5: 4.24%, 15.5: 18.62%, 16.5: 0.13%, 17.5: 9.80%, 18.5: 32.29%, 19.5: 1.45%, 20.5: 29.91%, 21.5: 1.01%, 22.5: 2.36%, 23.5: 0.18%, 24.5: 0.00%}	{14.5: 5.11%, 15.5: 20.32%, 16.5: 0.43%, 17.5: 8.45%, 18.5: 28.01%, 19.5: 1.14%, 20.5: 32.14%, 21.5: 1.65%, 22.5: 2.48%, 23.5: 0.26%, 24.5: 0.00%}
creatinine	1	27247247	27247280	1_26808591_27493126	A	{33.0: 0.00%, 34.0: 84.26%, 35.0: 7.75%, 36.0: 5.53%, 37.0: 2.45%}	2.25e-14	-	intron:NUDC:protein_coding	not	0.0	0.0										0.708, 0.367, 0.798, 0.0245, 0.097	NA, NA, NA, -, NA	{33.0: 0.04%, 34.0: 77.34%, 35.0: 16.36%, 36.0: 5.89%, 37.0: 0.36%}	{33.0: 0.13%, 34.0: 88.52%, 35.0: 7.32%, 36.0: 3.42%, 37.0: 0.62%}	{33.0: 0.81%, 34.0: 93.80%, 35.0: 4.88%, 36.0: 0.44%, 37.0: 0.08%}	{33.0: 0.00%, 34.0: 83.57%, 35.0: 8.16%, 36.0: 5.89%, 37.0: 2.38%}	{33.0: 0.01%, 34.0: 84.54%, 35.0: 8.13%, 36.0: 5.07%, 37.0: 2.26%}
creatinine	2	15786517	15786538	2_15598095_16025274	A	{17.0: 0.03%, 20.0: 15.32%, 21.0: 20.33%, 22.0: 37.99%, 23.0: 24.85%, 24.0: 1.44%, 25.0: 0.04%}	4.51e-36	+	intergenic	confidently	0.999990014603363	1.0	0.999991329776067	1.0	1.0	1.0	1.0	1.0	0.999959554082821	1.0	1.0	0.65, 0.205, 0.188, 0.0131, 0.0696	NA, NA, NA, +, NA	{17.0: 2.80%, 20.0: 44.17%, 21.0: 3.23%, 22.0: 20.66%, 23.0: 19.08%, 24.0: 9.99%, 25.0: 0.06%}	{17.0: 0.04%, 20.0: 28.24%, 21.0: 18.01%, 22.0: 27.50%, 23.0: 25.08%, 24.0: 0.95%, 25.0: 0.19%}	{17.0: 0.01%, 20.0: 20.75%, 21.0: 35.68%, 22.0: 13.81%, 23.0: 27.38%, 24.0: 1.90%, 25.0: 0.47%}	{17.0: 0.02%, 20.0: 14.77%, 21.0: 21.76%, 22.0: 35.63%, 23.0: 26.41%, 24.0: 1.39%, 25.0: 0.03%}	{17.0: 0.03%, 20.0: 15.61%, 21.0: 17.36%, 22.0: 38.93%, 23.0: 26.23%, 24.0: 1.76%, 25.0: 0.08%}
creatinine	2	148599967	148599977	2_148248434_149286696	A	{10.0: 28.87%, 11.0: 28.23%, 12.0: 42.90%}	5.45e-34	-	intergenic	confidently	0.993225493219051	0.937933	0.990896489281527	0.946084	0.816743	0.934029	0.96725	0.938052	0.969665965405113	0.776924	0.453297	0.000542, 0.976, 0.131, 0.916, 0.0992	-, NA, NA, NA, NA	{10.0: 13.57%, 11.0: 64.80%, 12.0: 21.62%}	{10.0: 29.72%, 11.0: 22.34%, 12.0: 47.94%}	{10.0: 46.11%, 11.0: 17.30%, 12.0: 36.59%}	{10.0: 26.75%, 11.0: 29.22%, 12.0: 44.03%}	{10.0: 30.82%, 11.0: 29.72%, 12.0: 39.46%}
creatinine	3	135916825	135916841	3_135495043_136799468	A	{15.0: 0.11%, 16.0: 33.82%, 17.0: 42.17%, 18.0: 9.24%, 19.0: 14.61%, 20.0: 0.04%, 23.0: 0.00%}	6.02e-15	+	intergenic	not	0.0	0.0558739										0.0666, 0.133, 0.518, 0.0163, 0.134	NA, NA, NA, +, NA	{15.0: 2.52%, 16.0: 41.29%, 17.0: 26.63%, 18.0: 17.25%, 19.0: 8.59%, 20.0: 0.63%, 23.0: 3.09%}	{15.0: 0.02%, 16.0: 34.38%, 17.0: 41.48%, 18.0: 10.03%, 19.0: 14.06%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.06%, 16.0: 0.80%, 17.0: 77.08%, 18.0: 21.08%, 19.0: 0.98%, 20.0: 0.00%, 23.0: 0.00%}	{15.0: 0.09%, 16.0: 34.69%, 17.0: 40.71%, 18.0: 10.59%, 19.0: 13.88%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.19%, 16.0: 32.44%, 17.0: 43.41%, 18.0: 8.94%, 19.0: 14.91%, 20.0: 0.08%, 23.0: 0.02%}
creatinine	3	141706108	141706140	3_141436314_142656197	AC	{13.5: 15.80%, 14.5: 16.34%, 15.5: 3.65%, 16.5: 60.13%, 17.5: 4.03%, 18.5: 0.05%, 19.5: 0.00%}	9.47e-48	+	intron:TFDP2:protein_coding	confidently	0.874450639881951	0.900867	0.845386035605329	0.904019	0.904184	0.901288	0.917791	0.900867	0.850637555183898	0.916299	0.871346	0.981, 0.0627, 0.947, 0.00849, 0.00392	NA, NA, NA, +, +	{13.5: 10.87%, 14.5: 21.26%, 15.5: 28.95%, 16.5: 37.16%, 17.5: 1.10%, 18.5: 0.64%, 19.5: 0.02%}	{13.5: 16.30%, 14.5: 14.94%, 15.5: 4.41%, 16.5: 57.26%, 17.5: 7.05%, 18.5: 0.04%}	{13.5: 18.53%, 14.5: 6.51%, 15.5: 13.60%, 16.5: 58.35%, 17.5: 3.00%, 18.5: 0.01%}	{13.5: 15.86%, 14.5: 15.88%, 15.5: 4.14%, 16.5: 60.25%, 17.5: 3.79%, 18.5: 0.08%}	{13.5: 15.75%, 14.5: 14.82%, 15.5: 4.65%, 16.5: 61.04%, 17.5: 3.70%, 18.5: 0.05%}
creatinine	3	141764455	141764473	3_141436314_142656197	A	{14.0: 2.64%, 17.0: 78.59%, 18.0: 0.06%, 19.0: 18.72%}	1.15e-43	-	intron:TFDP2:protein_coding	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169023	0.504, 0.000375, 0.115, 0.00912, 0.000639	NA, -, NA, -, -	{14.0: 0.29%, 17.0: 95.84%, 18.0: 1.98%, 19.0: 1.89%}	{14.0: 1.12%, 17.0: 82.20%, 18.0: 0.06%, 19.0: 16.62%}	{14.0: 1.38%, 17.0: 79.42%, 18.0: 0.00%, 19.0: 19.19%}	{14.0: 3.77%, 17.0: 77.74%, 18.0: 0.03%, 19.0: 18.46%}	{14.0: 2.93%, 17.0: 78.94%, 18.0: 0.08%, 19.0: 18.05%}
creatinine	10	126483088	126483103	10_126180434_126684506	A	{16.0: 21.72%, 17.0: 78.28%}	4.44e-19	+	intergenic	confidently	0.800083722058672	0.972422	0.807217323420635	0.986351	0.976146	0.981818	0.987035	0.972422	0.514725867220592	0.8021	0.987046	0.924, 0.97, 0.932, 0.184, 0.00195	NA, NA, NA, NA, +	{16.0: 32.51%, 17.0: 67.49%}	{16.0: 14.74%, 17.0: 85.26%}	{16.0: 28.89%, 17.0: 71.11%}	{16.0: 23.39%, 17.0: 76.61%}	{16.0: 21.94%, 17.0: 78.06%}
creatinine	15	76246773	76246788	15_74336720_78105424	A	{14.0: 49.52%, 15.0: 47.84%, 16.0: 0.09%, 17.0: 2.55%}	1.9e-69	-	intron:NRG4:protein_coding	singly	0.999967229215905	0.0	0.0	0.104007	0.0	0.0	1.0	0.0	0.0	0.0	0.983225	0.000527, 0.00402, 0.8, 0.136, 0.00124	-, -, NA, NA, -	{14.0: 30.42%, 15.0: 49.21%, 16.0: 7.13%, 17.0: 13.24%}	{14.0: 66.46%, 15.0: 32.59%, 16.0: 0.38%, 17.0: 0.57%}	{14.0: 61.23%, 15.0: 37.11%, 16.0: 1.55%, 17.0: 0.11%}	{14.0: 50.32%, 15.0: 47.42%, 16.0: 0.06%, 17.0: 2.19%}	{14.0: 50.02%, 15.0: 47.82%, 16.0: 0.16%, 17.0: 2.00%}
creatinine	17	59450454	59450467	17_58457538_59658087	A	{12.0: 0.00%, 13.0: 81.11%, 14.0: 18.85%, 15.0: 0.04%}	1.72e-84	+	multigene;intron:RP11-332H18.5:lncRNA;intron:BCAS3:protein_coding	not	0.0	0.0										0.587, 0.128, 0.0307, 4.76e-6, 0.000245	NA, NA, +, +, +	{12.0: 1.04%, 13.0: 44.22%, 14.0: 54.73%, 15.0: 0.01%}	{12.0: 0.00%, 13.0: 68.79%, 14.0: 31.10%, 15.0: 0.11%}	{12.0: 0.00%, 13.0: 57.64%, 14.0: 42.23%, 15.0: 0.12%}	{12.0: 0.00%, 13.0: 81.93%, 14.0: 18.02%, 15.0: 0.05%}	{12.0: 0.01%, 13.0: 78.52%, 14.0: 21.41%, 15.0: 0.05%}
creatinine	20	32971954	32971973	20_32388699_34936044	A	{19.0: 30.17%, 20.0: 25.68%, 21.0: 43.92%, 22.0: 0.02%, 23.0: 0.20%}	1.26e-23	+	multigene;exon_other:Y_RNA:misc_RNA;intron:ITCH:protein_coding	not	0.0	0.0										0.822, 0.252, 0.291, 0.588, 0.000498	NA, NA, NA, NA, +	{19.0: 6.46%, 20.0: 76.00%, 21.0: 17.38%, 22.0: 0.15%, 23.0: 0.01%}	{19.0: 18.08%, 20.0: 43.06%, 21.0: 38.81%, 22.0: 0.05%, 23.0: 0.01%}	{19.0: 40.55%, 20.0: 38.03%, 21.0: 21.40%, 22.0: 0.01%}	{19.0: 29.79%, 20.0: 28.83%, 21.0: 40.93%, 22.0: 0.01%, 23.0: 0.45%}	{19.0: 30.97%, 20.0: 23.51%, 21.0: 45.30%, 22.0: 0.03%, 23.0: 0.20%}
cystatin_c	2	15786517	15786538	2_15598095_15947228	A	{17.0: 0.03%, 20.0: 15.34%, 21.0: 20.33%, 22.0: 37.96%, 23.0: 24.87%, 24.0: 1.44%, 25.0: 0.04%}	4.35e-39	+	intergenic	not	0.0	0.0										0.444, 0.502, 0.485, 0.0365, 0.0995	NA, NA, NA, +, NA	{17.0: 2.85%, 20.0: 44.12%, 21.0: 3.24%, 22.0: 20.69%, 23.0: 19.06%, 24.0: 9.97%, 25.0: 0.07%}	{17.0: 0.04%, 20.0: 28.18%, 21.0: 18.06%, 22.0: 27.51%, 23.0: 25.10%, 24.0: 0.93%, 25.0: 0.19%}	{17.0: 0.01%, 20.0: 20.77%, 21.0: 35.57%, 22.0: 13.89%, 23.0: 27.39%, 24.0: 1.90%, 25.0: 0.47%}	{17.0: 0.02%, 20.0: 14.73%, 21.0: 21.67%, 22.0: 35.73%, 23.0: 26.45%, 24.0: 1.37%, 25.0: 0.03%}	{17.0: 0.03%, 20.0: 15.64%, 21.0: 17.34%, 22.0: 38.93%, 23.0: 26.23%, 24.0: 1.76%, 25.0: 0.08%}
cystatin_c	2	148599967	148599977	2_148268958_149081584	A	{10.0: 28.86%, 11.0: 28.24%, 12.0: 42.90%}	1.77e-16	-	intergenic	not	0.0	0.310938										0.28, 0.397, 0.00602, 0.181, 0.128	NA, NA, -, NA, NA	{10.0: 13.61%, 11.0: 64.74%, 12.0: 21.65%}	{10.0: 29.79%, 11.0: 22.42%, 12.0: 47.80%}	{10.0: 46.36%, 11.0: 17.38%, 12.0: 36.25%}	{10.0: 26.64%, 11.0: 29.19%, 12.0: 44.16%}	{10.0: 30.84%, 11.0: 29.68%, 12.0: 39.48%}
cystatin_c	3	141706108	141706140	3_141529685_142000598	AC	{13.5: 15.80%, 14.5: 16.36%, 15.5: 3.66%, 16.5: 60.10%, 17.5: 4.03%, 18.5: 0.05%, 19.5: 0.00%}	5.96e-14	+	intron:TFDP2:protein_coding	singly	0.744329875223748	0.836401	0.905425587936161	0.834082	0.839711	0.875695	0.919194	0.836401	0.0	0.618621	0.872849	0.813, 0.55, 0.229, 0.0528, 0.835	NA, NA, NA, NA, NA	{13.5: 10.82%, 14.5: 21.34%, 15.5: 28.93%, 16.5: 37.15%, 17.5: 1.11%, 18.5: 0.64%, 19.5: 0.02%}	{13.5: 16.34%, 14.5: 14.97%, 15.5: 4.46%, 16.5: 57.14%, 17.5: 7.05%, 18.5: 0.04%}	{13.5: 18.65%, 14.5: 6.47%, 15.5: 13.55%, 16.5: 58.31%, 17.5: 3.01%, 18.5: 0.01%}	{13.5: 15.89%, 14.5: 15.89%, 15.5: 4.14%, 16.5: 60.19%, 17.5: 3.80%, 18.5: 0.08%}	{13.5: 15.75%, 14.5: 14.82%, 15.5: 4.66%, 16.5: 61.03%, 17.5: 3.70%, 18.5: 0.05%}
cystatin_c	3	141764455	141764473	3_141529685_142000598	A	{14.0: 2.63%, 17.0: 78.60%, 18.0: 0.06%, 19.0: 18.71%}	4.47e-13	-	intron:TFDP2:protein_coding	not	0.0	0.0820746	0.0	0.0781333	0.0804705	0.0649257	0.0484147	0.0820746	0.0	0.0631289	0.090016	0.371, 0.587, 0.0871, 0.00461, 0.0807	NA, NA, NA, -, NA	{14.0: 0.29%, 17.0: 95.89%, 18.0: 1.93%, 19.0: 1.88%}	{14.0: 1.12%, 17.0: 82.17%, 18.0: 0.06%, 19.0: 16.65%}	{14.0: 1.35%, 17.0: 79.41%, 18.0: 0.00%, 19.0: 19.24%}	{14.0: 3.76%, 17.0: 77.74%, 18.0: 0.03%, 19.0: 18.46%}	{14.0: 2.90%, 17.0: 78.96%, 18.0: 0.08%, 19.0: 18.06%}
cystatin_c	10	126483088	126483103	10_126110373_126689695	A	{16.0: 21.72%, 17.0: 78.28%}	3.47e-39	+	intergenic	not	0.0	0.00460938										0.717, 0.631, 0.642, 0.00105, 0.00756	NA, NA, NA, +, +	{16.0: 32.44%, 17.0: 67.56%}	{16.0: 14.78%, 17.0: 85.22%}	{16.0: 28.99%, 17.0: 71.01%}	{16.0: 23.41%, 17.0: 76.59%}	{16.0: 21.96%, 17.0: 78.04%}
cystatin_c	15	76246773	76246788	15_75325277_77584397	A	{14.0: 49.56%, 15.0: 47.80%, 16.0: 0.09%, 17.0: 2.56%}	1.57e-65	-	intron:NRG4:protein_coding	singly	0.999472748119039	0.00178819	0.0	0.0	0.00167417	0.00223373	0.0	0.00178811	0.0	0.00179758	0.033096	5.81e-7, 0.0477, 0.242, 0.066, 0.0000469	-, -, NA, NA, -	{14.0: 30.40%, 15.0: 49.22%, 16.0: 7.13%, 17.0: 13.24%}	{14.0: 66.52%, 15.0: 32.52%, 16.0: 0.39%, 17.0: 0.58%}	{14.0: 61.17%, 15.0: 37.17%, 16.0: 1.54%, 17.0: 0.11%}	{14.0: 50.12%, 15.0: 47.61%, 16.0: 0.06%, 17.0: 2.20%}	{14.0: 50.03%, 15.0: 47.81%, 16.0: 0.16%, 17.0: 2.00%}
eosinophil_count	2	28685815	28685829	2_28553806_28894435	A	{12.0: 51.43%, 15.0: 26.58%, 16.0: 21.98%}	2.79e-28	+	intron:PLB1:protein_coding	confidently	0.991930701245097	1.0	0.997024045635569	1.0	1.0	1.0	1.0	1.0	0.969787223538852	1.0	0.650141	0.129, 0.00979, 0.779, 0.018, 0.134	NA, +, NA, +, NA	{12.0: 23.31%, 15.0: 39.13%, 16.0: 37.55%}	{12.0: 60.43%, 15.0: 28.26%, 16.0: 11.31%}	{12.0: 29.55%, 15.0: 63.34%, 16.0: 7.11%}	{12.0: 51.12%, 15.0: 27.25%, 16.0: 21.64%}	{12.0: 50.99%, 15.0: 27.07%, 16.0: 21.94%}
