phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
mean_sphered_cell_volume	1	23817932	23817947	1_23428614_24010498	A	{13.0: 4.30%, 14.0: 70.80%, 15.0: 16.61%, 16.0: 8.04%, 17.0: 0.26%}	9.32e-10	+	intergenic	not	0.0	0.0										0.266, 0.24, 0.448, 0.38, 0.0483	NA, NA, NA, NA, +	{13.0: 7.44%, 14.0: 15.39%, 15.0: 53.34%, 16.0: 23.71%, 17.0: 0.12%}	{13.0: 2.50%, 14.0: 56.66%, 15.0: 30.10%, 16.0: 8.84%, 17.0: 1.90%}	{13.0: 0.04%, 14.0: 55.71%, 15.0: 31.51%, 16.0: 12.30%, 17.0: 0.44%}	{13.0: 3.69%, 14.0: 70.54%, 15.0: 16.91%, 16.0: 8.61%, 17.0: 0.25%}	{13.0: 5.64%, 14.0: 69.86%, 15.0: 16.26%, 16.0: 7.86%, 17.0: 0.38%}
shbg	1	23817932	23817947	1_23477620_23955827	A	{13.0: 4.29%, 14.0: 70.82%, 15.0: 16.62%, 16.0: 8.01%, 17.0: 0.26%}	9.16e-17	-	intergenic	confidently	0.996282868707666	1.0	0.998176738660093	1.0	1.0	1.0	1.0	1.0	0.984921849027138	1.0	1.0	0.649, 0.285, 0.338, 0.132, 0.0571	NA, NA, NA, NA, NA	{13.0: 7.42%, 14.0: 15.50%, 15.0: 53.36%, 16.0: 23.60%, 17.0: 0.12%}	{13.0: 2.50%, 14.0: 56.44%, 15.0: 30.30%, 16.0: 8.87%, 17.0: 1.88%}	{13.0: 0.04%, 14.0: 55.72%, 15.0: 31.66%, 16.0: 12.12%, 17.0: 0.46%}	{13.0: 3.70%, 14.0: 70.33%, 15.0: 16.96%, 16.0: 8.76%, 17.0: 0.25%}	{13.0: 5.60%, 14.0: 69.89%, 15.0: 16.33%, 16.0: 7.80%, 17.0: 0.38%}
total_protein	1	23817932	23817947	1_23595185_23949623	A	{13.0: 4.30%, 14.0: 70.82%, 15.0: 16.61%, 16.0: 8.02%, 17.0: 0.25%}	3.64e-10	-	intergenic	not	0.0	0.534325										0.891, 0.785, 0.587, 0.0667, 0.0614	NA, NA, NA, NA, NA	{13.0: 7.43%, 14.0: 15.47%, 15.0: 53.47%, 16.0: 23.51%, 17.0: 0.12%}	{13.0: 2.53%, 14.0: 56.50%, 15.0: 30.29%, 16.0: 8.81%, 17.0: 1.87%}	{13.0: 0.04%, 14.0: 55.92%, 15.0: 31.46%, 16.0: 12.12%, 17.0: 0.46%}	{13.0: 3.68%, 14.0: 70.27%, 15.0: 17.06%, 16.0: 8.74%, 17.0: 0.25%}	{13.0: 5.62%, 14.0: 69.83%, 15.0: 16.32%, 16.0: 7.86%, 17.0: 0.38%}
apolipoprotein_a	1	23818460	23818491	1_23566745_23949623	A	{18.0: 0.00%, 24.0: 0.14%, 25.0: 0.02%, 29.0: 4.29%, 30.0: 0.00%, 31.0: 83.61%, 32.0: 11.93%, 33.0: 0.01%}	1.85e-9	-	intergenic	not	0.0	0.00472882										0.68, 0.472, 0.302, 0.234, 0.434	NA, NA, NA, NA, NA	{18.0: 0.00%, 24.0: 0.04%, 25.0: 0.55%, 29.0: 5.72%, 30.0: 1.72%, 31.0: 32.36%, 32.0: 53.43%, 33.0: 6.19%}	{18.0: 0.25%, 24.0: 0.28%, 25.0: 0.02%, 29.0: 2.52%, 30.0: 0.00%, 31.0: 84.56%, 32.0: 12.35%, 33.0: 0.02%}	{18.0: 0.05%, 24.0: 2.87%, 25.0: 0.02%, 29.0: 0.04%, 31.0: 80.88%, 32.0: 16.14%, 33.0: 0.01%}	{18.0: 0.00%, 24.0: 0.12%, 25.0: 0.01%, 29.0: 3.67%, 30.0: 0.00%, 31.0: 83.98%, 32.0: 12.21%, 33.0: 0.01%}	{18.0: 0.02%, 24.0: 0.22%, 25.0: 0.02%, 29.0: 5.63%, 30.0: 0.01%, 31.0: 81.91%, 32.0: 12.15%, 33.0: 0.04%}
shbg	1	23818460	23818491	1_23477620_23955827	A	{18.0: 0.00%, 24.0: 0.14%, 25.0: 0.02%, 29.0: 4.29%, 30.0: 0.00%, 31.0: 83.64%, 32.0: 11.90%, 33.0: 0.01%}	3.97e-9	-	intergenic	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129, 0.474, 0.751, 0.186, 0.329	NA, NA, NA, NA, NA	{18.0: 0.00%, 24.0: 0.04%, 25.0: 0.52%, 29.0: 5.71%, 30.0: 1.70%, 31.0: 32.27%, 32.0: 53.49%, 33.0: 6.27%}	{18.0: 0.25%, 24.0: 0.28%, 25.0: 0.02%, 29.0: 2.50%, 30.0: 0.00%, 31.0: 84.43%, 32.0: 12.49%, 33.0: 0.02%}	{18.0: 0.05%, 24.0: 2.89%, 25.0: 0.02%, 29.0: 0.04%, 31.0: 80.84%, 32.0: 16.16%, 33.0: 0.01%}	{18.0: 0.00%, 24.0: 0.12%, 25.0: 0.01%, 29.0: 3.69%, 30.0: 0.00%, 31.0: 84.01%, 32.0: 12.15%, 33.0: 0.00%}	{18.0: 0.02%, 24.0: 0.22%, 25.0: 0.02%, 29.0: 5.59%, 30.0: 0.01%, 31.0: 82.02%, 32.0: 12.09%, 33.0: 0.04%}
igf_1	1	26844613	26844635	1_25976658_27529784	A	{21.0: 0.09%, 23.0: 4.93%, 24.0: 73.81%, 25.0: 21.17%, 26.0: 0.01%}	2.24e-9	+	intergenic	not	0.0	0.0										0.617, 0.398, 0.401, 0.991, 0.765	NA, NA, NA, NA, NA	{21.0: 0.00%, 23.0: 6.17%, 24.0: 42.70%, 25.0: 50.33%, 26.0: 0.79%}	{21.0: 0.02%, 23.0: 8.29%, 24.0: 52.65%, 25.0: 39.01%, 26.0: 0.03%}	{21.0: 0.00%, 23.0: 5.95%, 24.0: 24.18%, 25.0: 69.87%, 26.0: 0.00%}	{21.0: 0.10%, 23.0: 4.86%, 24.0: 75.24%, 25.0: 19.80%, 26.0: 0.01%}	{21.0: 0.09%, 23.0: 4.92%, 24.0: 73.07%, 25.0: 21.90%, 26.0: 0.02%}
mean_corpuscular_haemoglobin	1	26844613	26844635	1_26600432_27026319	A	{21.0: 0.09%, 23.0: 4.92%, 24.0: 73.81%, 25.0: 21.18%, 26.0: 0.01%}	2.97e-11	+	intergenic	not	0.0	0.0										0.86, 0.954, 0.843, 0.0534, 0.107	NA, NA, NA, NA, NA	{21.0: 0.00%, 23.0: 6.13%, 24.0: 42.63%, 25.0: 50.45%, 26.0: 0.79%}	{21.0: 0.01%, 23.0: 8.31%, 24.0: 52.43%, 25.0: 39.21%, 26.0: 0.03%}	{21.0: 0.00%, 23.0: 5.77%, 24.0: 24.23%, 25.0: 70.00%, 26.0: 0.00%}	{21.0: 0.10%, 23.0: 4.79%, 24.0: 75.22%, 25.0: 19.88%, 26.0: 0.01%}	{21.0: 0.08%, 23.0: 4.87%, 24.0: 73.13%, 25.0: 21.90%, 26.0: 0.02%}
mean_corpuscular_volume	1	26844613	26844635	1_26223049_27701488	A	{21.0: 0.09%, 23.0: 4.91%, 24.0: 73.80%, 25.0: 21.19%, 26.0: 0.01%}	2.91e-17	+	intergenic	not	0.0	0.0										0.965, 0.836, 0.847, 0.00982, 0.0883	NA, NA, NA, +, NA	{21.0: 0.00%, 23.0: 6.12%, 24.0: 42.73%, 25.0: 50.37%, 26.0: 0.78%}	{21.0: 0.02%, 23.0: 8.25%, 24.0: 52.42%, 25.0: 39.28%, 26.0: 0.03%}	{21.0: 0.00%, 23.0: 5.77%, 24.0: 24.30%, 25.0: 69.93%, 26.0: 0.00%}	{21.0: 0.10%, 23.0: 4.78%, 24.0: 75.22%, 25.0: 19.90%, 26.0: 0.01%}	{21.0: 0.08%, 23.0: 4.85%, 24.0: 73.16%, 25.0: 21.89%, 26.0: 0.02%}
mean_sphered_cell_volume	1	26844613	26844635	1_26149752_27492686	A	{21.0: 0.09%, 23.0: 4.92%, 24.0: 73.81%, 25.0: 21.18%, 26.0: 0.01%}	5.14e-18	+	intergenic	not	0.0	0.0										0.474, 0.546, 0.467, 0.00974, 0.0445	NA, NA, NA, +, +	{21.0: 0.00%, 23.0: 6.14%, 24.0: 42.65%, 25.0: 50.42%, 26.0: 0.78%}	{21.0: 0.01%, 23.0: 8.21%, 24.0: 52.44%, 25.0: 39.30%, 26.0: 0.03%}	{21.0: 0.00%, 23.0: 5.65%, 24.0: 24.28%, 25.0: 70.07%, 26.0: 0.00%}	{21.0: 0.10%, 23.0: 4.75%, 24.0: 75.35%, 25.0: 19.80%, 26.0: 0.01%}	{21.0: 0.08%, 23.0: 4.85%, 24.0: 73.12%, 25.0: 21.93%, 26.0: 0.02%}
apolipoprotein_a	1	27002654	27002670	1_26808591_27460529	A	{16.0: 0.05%, 17.0: 83.52%, 18.0: 16.43%}	8.5e-14	-	intergenic	not	0.0	0.0										0.416, 0.37, 0.749, 0.611, 0.119	NA, NA, NA, NA, NA	{16.0: 3.13%, 17.0: 90.73%, 18.0: 6.13%}	{16.0: 0.05%, 17.0: 88.91%, 18.0: 11.04%}	{16.0: 0.08%, 17.0: 95.92%, 18.0: 4.01%}	{16.0: 0.05%, 17.0: 82.63%, 18.0: 17.32%}	{16.0: 0.08%, 17.0: 83.08%, 18.0: 16.84%}
eosinophil_percent	1	27002654	27002670	1_26867928_27423564	A	{16.0: 0.05%, 17.0: 83.51%, 18.0: 16.44%}	3.29e-8	+	intergenic	not	0.0	0.0										0.702, 0.333, 0.353, 0.79, 0.00225	NA, NA, NA, NA, +	{16.0: 3.32%, 17.0: 90.57%, 18.0: 6.11%}	{16.0: 0.05%, 17.0: 88.94%, 18.0: 11.01%}	{16.0: 0.08%, 17.0: 96.15%, 18.0: 3.78%}	{16.0: 0.05%, 17.0: 82.56%, 18.0: 17.39%}	{16.0: 0.08%, 17.0: 83.26%, 18.0: 16.65%}
gamma_glutamyltransferase	1	27002654	27002670	1_26867928_27472994	A	{16.0: 0.06%, 17.0: 83.51%, 18.0: 16.43%}	9.43e-12	-	intergenic	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.944, 0.772, 0.566, 0.436, 0.0074	NA, NA, NA, NA, -	{16.0: 3.25%, 17.0: 90.59%, 18.0: 6.16%}	{16.0: 0.05%, 17.0: 89.06%, 18.0: 10.89%}	{16.0: 0.08%, 17.0: 96.00%, 18.0: 3.92%}	{16.0: 0.05%, 17.0: 82.60%, 18.0: 17.35%}	{16.0: 0.08%, 17.0: 83.18%, 18.0: 16.74%}
hdl_cholesterol	1	27002654	27002670	1_26808591_27493126	A	{16.0: 0.06%, 17.0: 83.50%, 18.0: 16.44%}	5.22e-16	-	intergenic	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.495, 0.523, 0.769, 0.687, 0.101	NA, NA, NA, NA, NA	{16.0: 3.20%, 17.0: 90.68%, 18.0: 6.12%}	{16.0: 0.05%, 17.0: 88.88%, 18.0: 11.06%}	{16.0: 0.08%, 17.0: 95.96%, 18.0: 3.97%}	{16.0: 0.04%, 17.0: 82.63%, 18.0: 17.33%}	{16.0: 0.08%, 17.0: 83.12%, 18.0: 16.80%}
igf_1	1	27002654	27002670	1_25976658_27529784	A	{16.0: 0.06%, 17.0: 83.51%, 18.0: 16.43%}	2.84e-24	-	intergenic	not	0.0	0.0										0.12, 0.034, 0.834, 0.174, 0.0367	NA, -, NA, NA, -	{16.0: 3.26%, 17.0: 90.61%, 18.0: 6.13%}	{16.0: 0.05%, 17.0: 88.97%, 18.0: 10.98%}	{16.0: 0.08%, 17.0: 96.05%, 18.0: 3.87%}	{16.0: 0.05%, 17.0: 82.54%, 18.0: 17.41%}	{16.0: 0.08%, 17.0: 83.15%, 18.0: 16.77%}
platelet_count	1	27002654	27002670	1_26833696_27493126	A	{16.0: 0.05%, 17.0: 83.51%, 18.0: 16.44%}	3.56e-9	+	intergenic	not	0.0	0.0										0.844, 0.846, 0.276, 0.949, 0.39	NA, NA, NA, NA, NA	{16.0: 3.33%, 17.0: 90.51%, 18.0: 6.16%}	{16.0: 0.05%, 17.0: 88.90%, 18.0: 11.05%}	{16.0: 0.08%, 17.0: 96.15%, 18.0: 3.78%}	{16.0: 0.05%, 17.0: 82.56%, 18.0: 17.40%}	{16.0: 0.08%, 17.0: 83.27%, 18.0: 16.65%}
platelet_crit	1	27002654	27002670	1_26808591_27493126	A	{16.0: 0.06%, 17.0: 83.51%, 18.0: 16.43%}	3.6e-12	+	intergenic	not	0.0	0.0										0.927, 0.506, 0.602, 0.476, 0.251	NA, NA, NA, NA, NA	{16.0: 3.31%, 17.0: 90.50%, 18.0: 6.18%}	{16.0: 0.05%, 17.0: 88.95%, 18.0: 11.00%}	{16.0: 0.08%, 17.0: 96.15%, 18.0: 3.78%}	{16.0: 0.05%, 17.0: 82.64%, 18.0: 17.32%}	{16.0: 0.08%, 17.0: 83.23%, 18.0: 16.69%}
shbg	1	27002654	27002670	1_26493142_28147862	A	{16.0: 0.05%, 17.0: 83.51%, 18.0: 16.44%}	1.37e-18	-	intergenic	not	0.0	0.0										0.437, 0.532, 0.922, 0.629, 0.473	NA, NA, NA, NA, NA	{16.0: 3.21%, 17.0: 90.64%, 18.0: 6.14%}	{16.0: 0.05%, 17.0: 88.86%, 18.0: 11.09%}	{16.0: 0.08%, 17.0: 96.01%, 18.0: 3.91%}	{16.0: 0.05%, 17.0: 82.54%, 18.0: 17.42%}	{16.0: 0.08%, 17.0: 83.08%, 18.0: 16.84%}
triglycerides	1	27002654	27002670	1_26808591_27493126	A	{16.0: 0.06%, 17.0: 83.50%, 18.0: 16.44%}	3.64e-9	+	intergenic	not	0.0	0.0										0.341, 0.823, 0.648, 0.676, 0.669	NA, NA, NA, NA, NA	{16.0: 3.22%, 17.0: 90.61%, 18.0: 6.17%}	{16.0: 0.05%, 17.0: 89.03%, 18.0: 10.92%}	{16.0: 0.08%, 17.0: 96.03%, 18.0: 3.89%}	{16.0: 0.05%, 17.0: 82.57%, 18.0: 17.38%}	{16.0: 0.08%, 17.0: 83.18%, 18.0: 16.74%}
urate	1	27002654	27002670	1_26808591_27985948	A	{16.0: 0.06%, 17.0: 83.51%, 18.0: 16.43%}	1.68e-16	+	intergenic	not	0.0	0.0										0.57, 0.869, 0.645, 0.44, 0.146	NA, NA, NA, NA, NA	{16.0: 3.26%, 17.0: 90.61%, 18.0: 6.12%}	{16.0: 0.05%, 17.0: 89.11%, 18.0: 10.84%}	{16.0: 0.08%, 17.0: 96.03%, 18.0: 3.89%}	{16.0: 0.05%, 17.0: 82.52%, 18.0: 17.44%}	{16.0: 0.08%, 17.0: 83.17%, 18.0: 16.75%}
alanine_aminotransferase	1	27163952	27163985	1_26808591_27493126	AAAT	{6.5: 0.00%, 7.5: 8.65%, 8.5: 82.70%, 9.5: 6.24%, 10.5: 2.41%}	2.15e-15	+	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.844, 0.441, 0.321, 0.155, 0.00306	NA, NA, NA, NA, +	{6.5: 0.31%, 7.5: 1.73%, 8.5: 92.56%, 9.5: 3.08%, 10.5: 2.32%}	{6.5: 0.00%, 7.5: 7.30%, 8.5: 87.41%, 9.5: 4.23%, 10.5: 1.07%}	{6.5: 0.00%, 7.5: 2.07%, 8.5: 94.37%, 9.5: 3.40%, 10.5: 0.16%}	{6.5: 0.00%, 7.5: 8.95%, 8.5: 81.96%, 9.5: 6.69%, 10.5: 2.40%}	{6.5: 0.00%, 7.5: 9.74%, 8.5: 82.32%, 9.5: 5.62%, 10.5: 2.31%}
apolipoprotein_a	1	27163952	27163985	1_26808591_27460529	AAAT	{6.5: 0.00%, 7.5: 8.63%, 8.5: 82.72%, 9.5: 6.24%, 10.5: 2.41%}	6.63e-11	-	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.985, 0.0988, 0.74, 0.913, 0.045	NA, NA, NA, NA, -	{6.5: 0.30%, 7.5: 1.71%, 8.5: 92.58%, 9.5: 3.10%, 10.5: 2.31%}	{6.5: 0.00%, 7.5: 7.36%, 8.5: 87.23%, 9.5: 4.29%, 10.5: 1.11%}	{6.5: 0.00%, 7.5: 2.13%, 8.5: 94.37%, 9.5: 3.32%, 10.5: 0.17%}	{6.5: 0.00%, 7.5: 8.98%, 8.5: 81.99%, 9.5: 6.69%, 10.5: 2.34%}	{6.5: 0.00%, 7.5: 9.80%, 8.5: 82.20%, 9.5: 5.70%, 10.5: 2.29%}
apolipoprotein_b	1	27163952	27163985	1_26633044_27529784	AAAT	{6.5: 0.00%, 7.5: 8.65%, 8.5: 82.70%, 9.5: 6.24%, 10.5: 2.41%}	6.54e-10	+	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.71, 0.869, 0.776, 0.00216, 0.332	NA, NA, NA, +, NA	{6.5: 0.32%, 7.5: 1.75%, 8.5: 92.56%, 9.5: 3.08%, 10.5: 2.29%}	{6.5: 0.00%, 7.5: 7.32%, 8.5: 87.38%, 9.5: 4.23%, 10.5: 1.08%}	{6.5: 0.00%, 7.5: 2.05%, 8.5: 94.35%, 9.5: 3.44%, 10.5: 0.16%}	{6.5: 0.00%, 7.5: 9.03%, 8.5: 81.87%, 9.5: 6.75%, 10.5: 2.36%}	{6.5: 0.00%, 7.5: 9.78%, 8.5: 82.26%, 9.5: 5.65%, 10.5: 2.31%}
c_reactive_protein	1	27163952	27163985	1_26734695_27529784	AAAT	{6.5: 0.00%, 7.5: 8.66%, 8.5: 82.69%, 9.5: 6.24%, 10.5: 2.41%}	1.87e-15	-	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.216, 0.0403, 0.387, 0.0665, 0.0415	NA, -, NA, NA, -	{6.5: 0.30%, 7.5: 1.75%, 8.5: 92.55%, 9.5: 3.07%, 10.5: 2.33%}	{6.5: 0.00%, 7.5: 7.31%, 8.5: 87.37%, 9.5: 4.25%, 10.5: 1.07%}	{6.5: 0.00%, 7.5: 2.08%, 8.5: 94.36%, 9.5: 3.41%, 10.5: 0.16%}	{6.5: 0.00%, 7.5: 8.97%, 8.5: 81.97%, 9.5: 6.68%, 10.5: 2.38%}	{6.5: 0.00%, 7.5: 9.73%, 8.5: 82.32%, 9.5: 5.65%, 10.5: 2.30%}
creatinine	1	27163952	27163985	1_26808591_27493126	AAAT	{6.5: 0.00%, 7.5: 8.65%, 8.5: 82.70%, 9.5: 6.24%, 10.5: 2.41%}	8.19e-13	-	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.794, 0.0209, 0.831, 0.647, 0.101	NA, -, NA, NA, NA	{6.5: 0.31%, 7.5: 1.77%, 8.5: 92.59%, 9.5: 3.03%, 10.5: 2.29%}	{6.5: 0.00%, 7.5: 7.22%, 8.5: 87.49%, 9.5: 4.21%, 10.5: 1.07%}	{6.5: 0.00%, 7.5: 2.07%, 8.5: 94.35%, 9.5: 3.42%, 10.5: 0.16%}	{6.5: 0.00%, 7.5: 8.90%, 8.5: 82.02%, 9.5: 6.70%, 10.5: 2.38%}	{6.5: 0.00%, 7.5: 9.74%, 8.5: 82.32%, 9.5: 5.64%, 10.5: 2.30%}
hdl_cholesterol	1	27163952	27163985	1_26808591_27493126	AAAT	{6.5: 0.00%, 7.5: 8.64%, 8.5: 82.71%, 9.5: 6.23%, 10.5: 2.42%}	6.64e-15	-	intron:ZDHHC18:protein_coding	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831, 0.131, 0.59, 0.873, 0.0852	NA, NA, NA, NA, NA	{6.5: 0.29%, 7.5: 1.73%, 8.5: 92.64%, 9.5: 3.04%, 10.5: 2.30%}	{6.5: 0.00%, 7.5: 7.38%, 8.5: 87.23%, 9.5: 4.27%, 10.5: 1.13%}	{6.5: 0.00%, 7.5: 2.11%, 8.5: 94.40%, 9.5: 3.32%, 10.5: 0.17%}	{6.5: 0.00%, 7.5: 8.99%, 8.5: 81.99%, 9.5: 6.71%, 10.5: 2.32%}	{6.5: 0.00%, 7.5: 9.77%, 8.5: 82.24%, 9.5: 5.70%, 10.5: 2.29%}
igf_1	1	27163952	27163985	1_25976658_27529784	AAAT	{6.5: 0.00%, 7.5: 8.64%, 8.5: 82.71%, 9.5: 6.24%, 10.5: 2.41%}	3.51e-10	-	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.381, 0.0904, 0.105, 0.68, 0.0204	NA, NA, NA, NA, -	{6.5: 0.31%, 7.5: 1.74%, 8.5: 92.61%, 9.5: 3.06%, 10.5: 2.28%}	{6.5: 0.00%, 7.5: 7.28%, 8.5: 87.36%, 9.5: 4.26%, 10.5: 1.10%}	{6.5: 0.00%, 7.5: 2.08%, 8.5: 94.35%, 9.5: 3.41%, 10.5: 0.16%}	{6.5: 0.00%, 7.5: 9.02%, 8.5: 81.90%, 9.5: 6.67%, 10.5: 2.41%}	{6.5: 0.00%, 7.5: 9.76%, 8.5: 82.29%, 9.5: 5.64%, 10.5: 2.30%}
lymphocyte_percent	1	27163952	27163985	1_26808591_27475617	AAAT	{6.5: 0.00%, 7.5: 8.65%, 8.5: 82.70%, 9.5: 6.24%, 10.5: 2.40%}	4.91e-17	-	intron:ZDHHC18:protein_coding	singly	0.99985409687003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.618, 0.798, 0.976, 0.411, 0.417	NA, NA, NA, NA, NA	{6.5: 0.30%, 7.5: 1.80%, 8.5: 92.54%, 9.5: 3.01%, 10.5: 2.34%}	{6.5: 0.00%, 7.5: 7.29%, 8.5: 87.35%, 9.5: 4.30%, 10.5: 1.07%}	{6.5: 0.00%, 7.5: 2.03%, 8.5: 94.50%, 9.5: 3.36%, 10.5: 0.12%}	{6.5: 0.00%, 7.5: 8.96%, 8.5: 81.97%, 9.5: 6.67%, 10.5: 2.41%}	{6.5: 0.00%, 7.5: 9.67%, 8.5: 82.38%, 9.5: 5.64%, 10.5: 2.31%}
neutrophil_percent	1	27163952	27163985	1_26862646_27475617	AAAT	{6.5: 0.00%, 7.5: 8.64%, 8.5: 82.72%, 9.5: 6.23%, 10.5: 2.41%}	6.64e-14	+	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.903, 0.843, 0.902, 0.41, 0.281	NA, NA, NA, NA, NA	{6.5: 0.31%, 7.5: 1.78%, 8.5: 92.54%, 9.5: 3.01%, 10.5: 2.37%}	{6.5: 0.00%, 7.5: 7.30%, 8.5: 87.33%, 9.5: 4.28%, 10.5: 1.09%}	{6.5: 0.00%, 7.5: 2.03%, 8.5: 94.49%, 9.5: 3.36%, 10.5: 0.12%}	{6.5: 0.00%, 7.5: 8.96%, 8.5: 81.96%, 9.5: 6.63%, 10.5: 2.45%}	{6.5: 0.00%, 7.5: 9.68%, 8.5: 82.39%, 9.5: 5.63%, 10.5: 2.29%}
platelet_count	1	27163952	27163985	1_26833696_27493126	AAAT	{6.5: 0.00%, 7.5: 8.66%, 8.5: 82.70%, 9.5: 6.24%, 10.5: 2.41%}	1.02e-10	+	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.857, 0.0861, 0.0137, 0.107, 0.0647	NA, NA, +, NA, NA	{6.5: 0.30%, 7.5: 1.78%, 8.5: 92.54%, 9.5: 3.02%, 10.5: 2.36%}	{6.5: 0.00%, 7.5: 7.28%, 8.5: 87.37%, 9.5: 4.28%, 10.5: 1.08%}	{6.5: 0.00%, 7.5: 2.06%, 8.5: 94.50%, 9.5: 3.32%, 10.5: 0.12%}	{6.5: 0.00%, 7.5: 8.94%, 8.5: 81.94%, 9.5: 6.69%, 10.5: 2.43%}	{6.5: 0.00%, 7.5: 9.67%, 8.5: 82.38%, 9.5: 5.64%, 10.5: 2.30%}
platelet_crit	1	27163952	27163985	1_26808591_27493126	AAAT	{6.5: 0.00%, 7.5: 8.64%, 8.5: 82.70%, 9.5: 6.25%, 10.5: 2.40%}	2.77e-12	+	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.37, 0.0964, 0.253, 0.0515, 0.054	NA, NA, NA, NA, NA	{6.5: 0.29%, 7.5: 1.82%, 8.5: 92.46%, 9.5: 3.04%, 10.5: 2.39%}	{6.5: 0.00%, 7.5: 7.22%, 8.5: 87.39%, 9.5: 4.28%, 10.5: 1.10%}	{6.5: 0.00%, 7.5: 2.03%, 8.5: 94.54%, 9.5: 3.32%, 10.5: 0.12%}	{6.5: 0.00%, 7.5: 8.92%, 8.5: 82.01%, 9.5: 6.64%, 10.5: 2.43%}	{6.5: 0.00%, 7.5: 9.69%, 8.5: 82.35%, 9.5: 5.65%, 10.5: 2.31%}
shbg	1	27163952	27163985	1_26493142_28147862	AAAT	{6.5: 0.00%, 7.5: 8.66%, 8.5: 82.70%, 9.5: 6.23%, 10.5: 2.41%}	3.07e-55	-	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.947, 0.255, 0.622, 0.000672, 0.0232	NA, NA, NA, -, -	{6.5: 0.30%, 7.5: 1.70%, 8.5: 92.57%, 9.5: 3.11%, 10.5: 2.33%}	{6.5: 0.00%, 7.5: 7.34%, 8.5: 87.19%, 9.5: 4.32%, 10.5: 1.16%}	{6.5: 0.00%, 7.5: 2.08%, 8.5: 94.40%, 9.5: 3.35%, 10.5: 0.17%}	{6.5: 0.00%, 7.5: 9.03%, 8.5: 81.88%, 9.5: 6.74%, 10.5: 2.34%}	{6.5: 0.00%, 7.5: 9.77%, 8.5: 82.21%, 9.5: 5.72%, 10.5: 2.29%}
total_bilirubin	1	27163952	27163985	1_26808591_27493126	AAAT	{6.5: 0.00%, 7.5: 8.65%, 8.5: 82.70%, 9.5: 6.24%, 10.5: 2.41%}	1.32e-10	+	intron:ZDHHC18:protein_coding	not	0.0	0.0										0.304, 0.909, 0.79, 0.00901, 0.171	NA, NA, NA, +, NA	{6.5: 0.31%, 7.5: 1.74%, 8.5: 92.61%, 9.5: 3.03%, 10.5: 2.31%}	{6.5: 0.00%, 7.5: 7.24%, 8.5: 87.44%, 9.5: 4.23%, 10.5: 1.09%}	{6.5: 0.00%, 7.5: 2.06%, 8.5: 94.48%, 9.5: 3.35%, 10.5: 0.12%}	{6.5: 0.00%, 7.5: 8.95%, 8.5: 81.97%, 9.5: 6.72%, 10.5: 2.36%}	{6.5: 0.00%, 7.5: 9.72%, 8.5: 82.33%, 9.5: 5.65%, 10.5: 2.29%}
